"","hh_ID","freq_mean","pct_meat_mean","pct_fish_mean","pct_protein_mean","meat_calories_mean","fish_calories_mean","protein_calories_mean","calories_total_grams_mean","avg_calories_pp_mean","freq_sd","pct_meat_sd","pct_fish_sd","pct_protein_sd","meat_calories_sd","fish_calories_sd","protein_calories_sd","calories_total_grams_sd","avg_calories_pp_sd","freq_var","pct_meat_var","pct_fish_var","pct_protein_var","meat_calories_var","fish_calories_var","protein_calories_var","calories_total_grams_var","avg_calories_pp_var","numChildren","hh_members","sex","age","maritalStatus","literacy","education","attendingCollege","occupationType","canCarry20L","canWalk5Km","canStandOwn","pctCanCarry20L","pctCanWalk5Km","pctCanStandOwn","house_rooms_sleeping","housefloor_material","houseroof_material","house_elec","housewall_material","business","use_lat","count_latrine","main_use_flush","defecation_public","totalCultivablePlot","totalOwnPlot"
"47",226302,7.45098039215686,0.0588235294117647,0.0784313725490196,0.137254901960784,166.666666666667,281.372549019608,448.039215686275,5213.72549019608,579.302832244009,3.93920998005164,0.124806753582492,0.118280804083729,0.1422972081166,868.403945489225,1004.02461333848,1291.3060693668,4199.48816343008,466.609795936676,15.5173752669385,0.0155767257398009,0.0139903486146934,0.020248495437779,754125.412541253,1008065.42418948,1667471.36478354,17635700.8347894,217724.701664066,3,9,"0",30,"2","4","2","0","wage","0","0","1",0,0,1,3,"mud","tin","1","tin","1","1",1,"1","1",1,0
"48",226304,2.27659574468085,0.202127659574468,0.138297872340426,0.340425531914894,1568.35106382979,559.574468085106,2127.92553191489,4233.04255319149,1058.26063829787,0.694126748041948,0.264227577891631,0.252984925803093,0.278044560365775,3784.68400325063,1546.85384126065,3865.55275085772,3876.90395518636,969.22598879659,0.481811942347289,0.0698162129184777,0.0640013726835963,0.0773087775489971,14323833.0044612,2392756.80622283,14942498.0696637,15030384.2777396,939399.017358727,1,4,"0",50,"2","4","2","0","farming","0","0","1",0.25,0.25,1,3,"concrete","tin","1","concrete","1","1",1,"1","0",1,1
"49",226305,5.86206896551724,0.0905172413793103,0.0905172413793103,0.181034482758621,288.469827586207,355.603448275862,644.073275862069,5591.61637931035,798.802339901478,2.39008250948572,0.096232431828141,0.14237428972215,0.128594877510203,1633.3573394147,1225.33274130518,1990.79045815652,5581.2896571921,797.327093884585,5.71249440214957,0.00926068093555779,0.0202704383738867,0.0165366425218642,2667856.19821987,1501440.32691446,3963246.64828705,31150794.2374795,635730.494642437,3,7,"0",45,"2","4","2","0","self","1","1","1",0.571428571428571,0.571428571428571,1,2,"mud","tin","1","tin","0","1",1,"1","0",0,1
"50",226308,4.04918032786885,0.0491803278688525,0.0655737704918033,0.114754098360656,245.901639344262,303.27868852459,549.180327868852,5009.83606557377,1669.94535519126,2.65472050950878,0.150136549868969,0.136180328855577,0.185818967074382,1556.23196326809,1201.6609634328,1927.22797049888,3213.44596542055,1071.14865514018,7.04754098360656,0.0225409836065574,0.0185450819672131,0.0345286885245901,2421857.92349726,1443989.07103825,3714207.65027323,10326234.9726776,1147359.44140862,1,3,"0",30,"2","1","1","0","trader","1","1","1",0.666666666666667,1,1,2,"mud","tin","1","other","1","1",1,"1","1",1,0
"51",226309,5.7563025210084,0.109243697478992,0.100840336134454,0.210084033613445,403.361344537815,495.857142857143,899.218487394958,4157.26890756303,346.439075630252,2.69326336787222,0.168464640755624,0.133688341892316,0.168140236005723,1503.21309951746,1662.75503095862,2149.64990511724,3788.52806195605,315.710671829671,7.2536675687224,0.0283803351849214,0.0178725727579167,0.0282711389640602,2259649.62256088,2764754.2929782,4620994.71457056,14352944.8762285,99673.2283071421,5,12,"0",28,"2","4","2","0","trader","1","1","1",0.25,0.583333333333333,1,1,"mud","tin","1","tin","0","1",2,"1","0",1,0
"52",227312,2.375,0,0.1875,0.1875,0,2037.5,2037.5,7939.0625,3969.53125,1.20415945787923,0,0.403112887414928,0.403112887414928,0,4695.65401905492,4695.65401905492,4090.89404195464,2045.44702097732,1.45,0,0.1625,0.1625,0,22049166.6666667,22049166.6666667,16735414.0625,4183853.515625,0,2,"0",36,"2","3","1","0","farming","0","1","1",0,1,1,2,"concrete","tin","1","tin","1","1",1,"1","0",0,0
"53",227314,6.05069124423963,0.0921658986175115,0.248847926267281,0.341013824884793,1201.95852534562,2871.54377880184,4073.50230414747,7411.37788018433,1235.22964669739,3.97936948076121,0.122354716467423,0.071539485012383,0.133621972736938,4237.44047954851,5492.1334348228,6417.51667827726,6106.64538790182,1017.77423131697,15.8353814644137,0.0149706766418236,0.00511789791583697,0.0178548315981111,17955901.8177163,30163529.6658985,41184520.3159668,37291117.8935826,1035864.38593285,2,6,"0",23,"1","4","5","1","salaried","1","1","0",0.833333333333333,0.833333333333333,0,3,"mud","tin","1","tin","0","1",1,"0","1",1,2
"54",227317,8.78494623655914,0.0967741935483871,0.139784946236559,0.236559139784946,487.161290322581,199.849462365591,687.010752688172,3107.70161290323,621.540322580645,7.41157945726995,0.141701087194691,0.209552799097102,0.219156356675237,2357.27068270251,644.996257930441,2403.3124853121,4282.05476921376,856.410953842751,54.9315100514259,0.0200791981121574,0.0439123756094303,0.0480295086711637,5556725.07152875,416020.172744272,5775910.90205703,18335993.0465463,733439.721861851,2,5,"0",40,"2","4","2","0","farming","0","1","1",0,1,1,2,"mud","other","0","other","0","1",1,"1","1",1,2
"55",228326,1.66666666666667,0,0,0,0,0,0,8666.66666666667,1733.33333333333,0.577350269189626,0,0,0,0,0,0,3055.05046330389,611.010092660779,0.333333333333333,0,0,0,0,0,0,9333333.33333333,373333.333333333,0,5,"0",25,"1","4","3","1","nonearning","1","1","1",0.4,0.8,1,4,"other","other","1","other","1","1",1,"1","1",1,1
"56",228330,2,0,0,0,0,0,0,79.56,15.912,0.561951486949016,0,0,0,0,0,0,62.3501015066915,12.4700203013383,0.315789473684211,0,0,0,0,0,0,3887.53515789474,155.501406315789,3,5,"0",44,"2","4","5","0","farming","1","1","1",0.8,0.8,1,4,"concrete","other","1","concrete","0","1",3,"1","0",0,1
"57",229334,4.08496732026144,0.0849673202614379,0.0784313725490196,0.163398692810458,806.699346405229,673.202614379085,1479.90196078431,4578.58823529412,1144.64705882353,2.2825070254642,0.154864644562711,0.129335085075297,0.177990714944323,3015.05406926504,2577.30496061159,3826.1941922626,4073.80209310762,1018.45052327691,5.20983832129344,0.0239830581355349,0.0167275642314342,0.0316806946063912,9090551.04059168,6642500.85999308,14639761.9969041,16595863.493808,1037241.468363,1,4,"0",18,"1","4","4","0","nonearning","1","1","1",0.25,1,1,3,"mud","other","1","other","1","1",1,"0","1",0,3
"58",230348,3.59615384615385,0.317307692307692,0.134615384615385,0.451923076923077,1472.11538461538,708.413461538462,2180.52884615385,3532.35576923077,588.725961538462,2.62371274316108,0.356470970827116,0.213963625785024,0.325593396949744,3809.12023149879,2407.4132337169,4266.03479509324,3907.29352588747,651.215587647911,6.88386855862584,0.127071553042427,0.045780433159074,0.106011060137274,14509396.9380134,5795638.47787527,18199052.8729462,15266942.6974421,424081.741595615,4,6,"1",16,"1","4","3","0","nonearning","0","1","1",0.166666666666667,0.833333333333333,0.833333333333333,3,"concrete","tin","1","concrete","0","1",1,"1","1",2,2
"59",230353,4.91666666666667,0.0208333333333333,0.145833333333333,0.166666666666667,20.8333333333333,435.416666666667,456.25,2260.10416666667,565.026041666667,1.58225980777203,0.0815410091316803,0.150185633192481,0.151654168517631,144.337567297406,1188.68595128408,1189.65509931204,2815.75667045579,703.939167613949,2.50354609929078,0.00664893617021278,0.0225557244174266,0.0229989868287741,20833.3333333333,1412974.29078014,1415279.25531915,7928485.6272163,495530.351701019,2,4,"0",38,"2","4","2","0","farming","1","0","0",0.25,0.25,0,2,"mud","tin","1","concrete","1","1",1,"0","1",2,0
"60",231362,1,0,0,0,0,0,0,38,9.5,0,0,0,0,0,0,0,14.142135623731,3.53553390593274,0,0,0,0,0,0,0,200,12.5,1,4,"0",16,"1","4","2","1","farming","1","1","1",0.75,0.75,0.5,2,"mud","other","1","other","0","1",1,"1","1",0,1
"61",233383,5.71345029239766,0.0233918128654971,0.0701754385964912,0.0935672514619883,116.959064327485,229.239766081871,346.198830409357,4516.46198836509,903.292397673019,1.43272480902544,0.0685689816425831,0.0983630579491061,0.105236033902788,1028.02156853504,1120.67154544153,1502.92857103912,5081.61480496303,1016.32296099261,2.05270037839698,0.0047017052435009,0.0096752911690992,0.0110746228315888,1056828.34537324,1255904.7127623,2258794.28964568,25822809.0260195,1032912.36104078,1,5,"0",38,"2","4","2","0","self","0","1","1",0.2,0.4,0.8,4,"mud","other","1","other","1","1",2,"0","1",1,1
"62",233386,1.125,0,0,0,0,0,0,1270.26875,317.5671875,0.341565025531987,0,0,0,0,0,0,4844.83929512889,1211.20982378222,0.116666666666667,0,0,0,0,0,0,23472467.795625,1467029.23722656,0,4,"0",30,"2","4","2","0","farming","1","1","1",1,1,1,1,"mud","tin","0","other","0","1",2,"1","0",1,3
"63",234400,9,0.0202020202020202,0.0606060606060606,0.0808080808080808,30.3030303030303,99.4949494949495,129.79797979798,4376.82323232323,1094.20580808081,7.13285013303996,0.0850927440967675,0.126367421246137,0.143999248230279,223.814129085897,417.505648837195,467.238914977495,4462.88943439544,1115.72235859886,50.8775510204082,0.00724077509791796,0.0159687251523986,0.0207357834908855,50092.7643784787,174310.966810967,218312.203669347,19917382.1036384,1244836.3814774,0,4,"0",23,"1","4","4","1","farming","1","1","1",0.5,1,1,1,"mud","tin","1","tin","1","1",1,"0","1",1,2
"64",235413,11,0.181818181818182,0.181818181818182,0.363636363636364,2129.54545454545,2000,4129.54545454545,6642.63636363636,948.948051948052,0,0,0,0,5860.42679953664,4979.95983919549,7055.11178314896,6792.84479835551,970.406399765072,0,0,0,0,34344602.2727273,24800000,49774602.2727273,46142740.4545455,941688.580705009,1,7,"0",25,"2","4","6","0","trader","1","1","1",1,1,1,3,"concrete","tin","1","concrete","0","1",2,"1","1",0,1
"65",237433,9.8,0.0925373134328358,0.0358208955223881,0.128358208955224,537.388059701493,134.397014943521,671.785074645014,4490.95164180919,561.368955226149,4.8094218906388,0.0800086885308627,0.056298401456721,0.0867139542841772,2485.84982851275,1047.68686212512,2670.6212673552,6107.55538941254,763.444423676567,23.1305389221557,0.0064013902404286,0.00316951000658213,0.00751930986759838,6179449.36991686,1097647.76106958,7132217.9536499,37302232.8347421,582847.388042845,3,8,"0",24,"1","4","3","1","nonearning","1","1","1",0.375,0.875,1,2,"mud","tin","1","tin","1","1",1,"0","1",1,0
"66",239460,5.62275449101796,0.0359281437125748,0.107784431137725,0.143712574850299,66.4670658682635,682.634730538922,749.101796407186,3561.73652694611,712.347305389222,4.74483456167604,0.0879632705977006,0.140135051889948,0.160024437207481,398.583452349845,2068.37873870777,2084.6503929099,3654.03167138231,730.806334276461,22.5134550176755,0.0077375369742443,0.0196378327681985,0.0256078205035711,158868.768487122,4278190.60673833,4345767.26065939,13351947.455465,534077.898218599,3,5,"0",50,"2","4","2","0","trader","1","1","1",0.8,1,0.8,2,"mud","tin","1","tin","0","1",1,"1","1",1,0
"67",239464,11.4842105263158,0.0210526315789474,0.0421052631578947,0.0631578947368421,42.1052631578947,152.105263157895,194.210526315789,3847.63368421053,769.526736842105,6.61536438245498,0.0697941301593712,0.0752003669191211,0.0934590951358177,323.405728764252,834.779745109059,887.977116519613,3920.67357148902,784.134714297803,43.7630459126539,0.00487122060470326,0.00565509518477044,0.00873460246360582,104591.265397537,696857.222844345,788503.359462486,15371681.2541725,614867.250166897,2,5,"0",60,"2","2","2","0","farming","1","1","1",0.8,1,1,2,"mud","tin","0","other","1","1",1,"1","0",0,1
"68",239467,1.08333333333333,0,0,0,0,0,0,9791.66666666667,2447.91666666667,0.279310193865464,0,0,0,0,0,0,1009.70468261729,252.426170654323,0.0780141843971631,0,0,0,0,0,0,1019503.54609929,63718.9716312056,2,4,"0",46,"2","4","3","0","trader","0","0","1",0,0,1,4,"concrete","tin","1","concrete","1","1",1,"1","1",1,1
"69",240468,10.5342465753425,0.0821917808219178,0.0502283105022831,0.132420091324201,950.547945205479,342.123287671233,1292.67123287671,5709.68470319642,1427.4211757991,8.91254480042909,0.139202374770638,0.106676694053416,0.153238385537366,3648.41274036626,1937.61301851042,4051.15625828368,5805.20152157974,1451.30038039494,79.4334548196557,0.0193773011417853,0.0113799170541662,0.0234820028020983,13310915.5240669,3754344.20950106,16411867.029031,33700364.7061517,2106272.79413448,0,4,"1",22,"1","4","4","0","nonearning","1","1","1",1,1,1,3,"concrete","tin","1","concrete","1","1",2,"1","1",1,1
"70",240471,2.64705882352941,0.117647058823529,0.117647058823529,0.235294117647059,352.941176470588,647.058823529412,1000,5323.52941176471,1330.88235294118,0.606339062590832,0.193332488165834,0.164197394357296,0.186886250399101,996.316746232607,2029.19862478357,2150.58131676066,2888.23679166129,722.059197915322,0.367647058823529,0.0373774509803921,0.0269607843137255,0.0349264705882353,992647.05882353,4117647.05882353,4625000,8341911.76470588,521369.485294118,2,4,"0",45,"2","4","2","0","farming","1","0","1",0.25,0,1,2,"mud","tin","1","tin","0","1",1,"1","1",14,14
"71",240477,2.26530612244898,0.204081632653061,0,0.204081632653061,1469.38775510204,0,1469.38775510204,5934.18775510204,1483.54693877551,1.01602801396914,0.332055373356699,0,0.332055373356699,3708.67249843934,0,3708.67249843934,5139.5773450431,1284.89433626078,1.03231292517007,0.110260770975057,0,0.110260770975057,13754251.7006803,0,13754251.7006803,26415255.2856803,1650953.45535502,1,4,"0",26,"1","4","6","0","trader","1","1","1",0.5,0.5,1,4,"concrete","tin","1","concrete","1","1",1,"1","0",0,1
"72",240478,4.90322580645161,0.290322580645161,0,0.290322580645161,786.290322580645,0,786.290322580645,4677.5,1169.375,2.07806402195002,0.126373992732416,0,0.126373992732416,1884.38730649737,0,1884.38730649737,5550.58551777774,1387.64637944443,4.31835007932311,0.0159703860391328,0,0.0159703860391328,3550915.52088842,0,3550915.52088842,30808999.5901639,1925562.47438525,0,4,"0",27,"1","4","5","0","farming","1","1","1",0.25,0.75,1,3,"concrete","tin","1","concrete","1","1",1,"1","1",1,0
"73",240479,1.5,0.15,0,0.15,900,0,900,4097.5,1024.375,0.760885910252682,0.314837747129444,0,0.314837747129444,2845.12510131018,0,2845.12510131018,4684.04978287177,1171.01244571794,0.578947368421053,0.0991228070175438,0,0.0991228070175438,8094736.84210526,0,8094736.84210526,21940322.3684211,1371270.14802632,2,4,"1",33,"2","4","5","0","farming","0","1","1",0.25,0.5,0.75,2,"mud","tin","1","tin","1","1",1,"1","1",1,1
