"","hh_ID","freq_mean","pct_meat_mean","pct_fish_mean","pct_protein_mean","meat_calories_mean","fish_calories_mean","protein_calories_mean","calories_total_grams_mean","avg_calories_pp_mean","freq_sd","pct_meat_sd","pct_fish_sd","pct_protein_sd","meat_calories_sd","fish_calories_sd","protein_calories_sd","calories_total_grams_sd","avg_calories_pp_sd","freq_var","pct_meat_var","pct_fish_var","pct_protein_var","meat_calories_var","fish_calories_var","protein_calories_var","calories_total_grams_var","avg_calories_pp_var","numChildren","hh_members","sex","age","maritalStatus","literacy","education","attendingCollege","occupationType","canCarry20L","canWalk5Km","canStandOwn","pctCanCarry20L","pctCanWalk5Km","pctCanStandOwn","house_rooms_sleeping","housefloor_material","houseroof_material","house_elec","housewall_material","business","use_lat","count_latrine","main_use_flush","defecation_public","totalCultivablePlot","totalOwnPlot"
"22",112132,6.6,0.111111111111111,0.0222222222222222,0.133333333333333,743.222222222222,400,1143.22222222222,4416.23555555556,441.623555555556,4.53471458458373,0.258687440590362,0.0523612713911985,0.254185738408727,3372.59640261765,2683.28157299975,4238.66908190042,6371.85452714284,637.185452714284,20.5636363636364,0.0669191919191919,0.00274170274170274,0.0646103896103896,11374406.4949495,7200000,17966315.5858586,40600530.1150707,406005.301150707,2,10,"1",26,"2","4","4","0","self","1","1","0",0.7,0.8,0.8,4,"concrete","tin","1","concrete","1","1",3,"1","1",2,2
"23",113139,3.3,0.05,0.1,0.15,100,1942.5,2042.5,9834,1966.8,0.978720969859186,0.153896752812773,0.205195670417031,0.235081172990814,447.213595499958,5978.88884677624,5961.38947508752,6626.93479195639,1325.38695839128,0.957894736842106,0.0236842105263158,0.0421052631578947,0.0552631578947368,2e+05,35747111.8421053,35538164.4736842,43916264.7368421,1756650.58947368,1,5,"0",31,"2","4","3","0","farming","1","1","1",0.8,0.8,1,3,"concrete","tin","1","concrete","0","1",1,"1","1",1,1
"24",113143,6.26315789473684,0.0850202429149798,0.0566801619433198,0.1417004048583,335.02024291498,358.461539619847,693.481782534827,3677.80567004323,1225.93522334775,2.97270423603962,0.128339559865109,0.0904199694999486,0.132965182628467,1966.91597038305,2042.74262496145,2792.9188612526,4015.59319220165,1338.53106406722,8.83697047496792,0.0164710426263699,0.00817577088437164,0.0176797397914215,3868758.4345479,4172797.43183439,7800395.76554053,16124988.6852562,1791665.40947291,0,3,"0",25,"1","4","4","1","nonearning","1","1","1",0.333333333333333,0.333333333333333,0.666666666666667,5,"mud","tin","1","concrete","0","1",2,"1","1",1,1
"25",113147,3.57894736842105,0.0789473684210526,0.0526315789473684,0.131578947368421,72.3684210526316,78.9473684210526,151.315789473684,3982.10526315789,1327.36842105263,1.40715505489139,0.172147895880114,0.132005000120825,0.196278800365032,252.741019147272,339.441428882121,409.100338267987,2844.90645634913,948.302152116376,1.9800853485064,0.0296348980559507,0.017425320056899,0.0385253674727359,63878.0227596017,115220.483641536,167363.086770981,8093492.74537696,899276.971708551,1,3,"0",29,"2","4","2","0","wage","1","1","1",0.333333333333333,0.666666666666667,1,3,"mud","tin","1","tin","1","1",1,"1","0",1,0
"26",114149,8,0.125,0.25,0.375,2428.125,2212.5,4640.625,7815.25,1302.54166666667,0,0,0,0,6867.77461227434,5602.66199485311,8141.05487965604,8745.7177562181,1457.61962603635,0,0,0,0,47166328.125,31389821.4285714,66276774.5535714,76487579.0714286,2124654.97420635,0,6,"0",37,"2","4","6","0","trader","1","1","1",0.666666666666667,0.833333333333333,0.833333333333333,3,"concrete","other","1","concrete","1","1",2,"1","1",1,1
"27",114150,18.0506912442396,0.152073732718894,0.142857142857143,0.294930875576037,1237.67281105991,984.331797235023,2222.00460829493,5232.44147465438,581.382386072709,6.63968233158889,0.118788408104124,0.0936057193330368,0.14497846422377,3862.26860134472,3145.78545078392,4729.19053004033,5152.57040974172,572.507823304635,44.0853814644137,0.014110685899912,0.00876203069185526,0.0210187550886829,14917118.7489333,9895966.10236382,22365243.0694231,26548981.827346,327765.207745012,2,9,"0",40,"2","4","6","0","farming","1","1","1",0.333333333333333,0.555555555555556,0.888888888888889,2,"concrete","other","1","concrete","1","1",2,"1","0",1,0
"28",115162,1,0,0.333333333333333,0.333333333333333,0,145.6,145.6,312.45,78.1125,0,0,0.577350269189626,0.577350269189626,0,252.186597582029,252.186597582029,271.955451315101,67.9888628287751,0,0,0.333333333333333,0.333333333333333,0,63598.08,63598.08,73959.7675,4622.48546875,1,4,"0",25,"2","4","2","0","trader","1","1","1",0.75,0.75,0.75,1,"mud","tin","0","tin","0","1",4,"1","0",0,1
"29",116168,4.5,0.0625,0.3125,0.375,1214.0625,4898.75,6112.8125,6503.484375,1300.696875,1.36626010212795,0.111803398874989,0.0833333333333333,0.105409255338946,4856.25,8663.41301104824,9270.92910999216,9115.56576570573,1823.11315314115,1.86666666666667,0.0125,0.00694444444444444,0.0111111111111111,23583164.0625,75054725,85950126.5625,83093539.2289062,3323741.56915625,2,5,"0",50,"2","4","3","0","salaried","1","1","1",0.8,1,1,3,"concrete","tin","0","concrete","0","1",1,"1","1",0,0
"30",116180,2.53125,0.25,0.046875,0.296875,1572.265625,93.75,1666.015625,6929.3671875,1154.89453125,1.75452928612577,0.327326835353989,0.115164856039139,0.310799416665876,3722.64924543179,435.297745209101,3707.84605462947,5746.32332365813,957.720553943021,3.07837301587302,0.107142857142857,0.0132629440665155,0.0965962773998488,13858117.4045139,189484.126984127,13748122.3648313,33020231.7400174,917228.659444927,2,6,"0",33,"2","4","2","0","farming","1","1","0",0.666666666666667,0.833333333333333,0,2,"mud","tin","0","tin","1","1",1,"0","1",0,0
"31",116180,2.53125,0.25,0.046875,0.296875,1572.265625,93.75,1666.015625,6929.3671875,1154.89453125,1.75452928612577,0.327326835353989,0.115164856039139,0.310799416665876,3722.64924543179,435.297745209101,3707.84605462947,5746.32332365813,957.720553943021,3.07837301587302,0.107142857142857,0.0132629440665155,0.0965962773998488,13858117.4045139,189484.126984127,13748122.3648313,33020231.7400174,917228.659444927,2,6,"0",33,"2","4","2","0","farming","1","1","0",0.666666666666667,0.833333333333333,0,2,"mud","tin","0","tin","1","1",1,"0","1",0,0
"32",117186,2.87878787878788,0.181818181818182,0.454545454545455,0.636363636363636,1182.57575757576,1359.09090909091,2541.66666666667,3193.18181818182,638.636363636364,1.55638956718698,0.209843014916129,0.178110877962254,0.226133508433323,3710.37652259093,1792.71331303342,3696.72926945789,3344.80282915288,668.960565830576,2.42234848484848,0.0440340909090909,0.0317234848484848,0.0511363636363637,13766893.939394,3213821.02272727,13665807.2916667,11187705.9659091,447508.238636364,0,5,"0",23,"2","4","2","0","trader","1","1","1",1,1,1,3,"mud","tin","0","tin","0","1",3,"0","1",1,0
"33",117193,1.84615384615385,0.307692307692308,0.230769230769231,0.538461538461538,1086.53846153846,642.307692307692,1728.84615384615,3390.34615384615,1130.11538461538,0.784464540552736,0.418176750754743,0.371414482685743,0.406359699192975,2530.753156367,1547.68810215058,2710.79962656494,2925.24240284196,975.080800947321,0.615384615384615,0.174871794871795,0.137948717948718,0.165128205128205,6404711.53846154,2395338.46153846,7348434.61538462,8557043.11538461,950782.568376068,1,3,"0",32,"2","4","2","0","wage","1","1","1",0.666666666666667,0.666666666666667,1,2,"mud","other","0","concrete","0","1",1,"1","1",1,1
"34",118198,2,0,0,0,0,0,0,15000,3750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,"0",35,"2","4","2","0","farming","1","1","1",0.25,0.5,1,2,"mud","tin","0","concrete","0","1",1,"1","0",1,0
"35",118212,7.45637583892617,0.0939597315436242,0.0805369127516778,0.174496644295302,348.741610738255,410.234899328859,758.976510067114,5773.89261744966,1924.63087248322,2.67544822130214,0.0777837235012904,0.0725113392604747,0.103246971673921,1490.52863094838,1790.7462127584,2267.45501207182,6113.83211578019,2037.9440385934,7.15802318486881,0.00605030764172519,0.00525789432134766,0.0106599371598355,2221675.59967684,3206771.99850855,5141352.23176961,37378943.1399453,4153215.90443836,1,3,"0",48,"2","4","2","0","farming","1","1","1",0.666666666666667,0.666666666666667,1,2,"mud","tin","0","other","1","1",1,"0","1",0,1
"36",119220,2.40540540540541,0.256756756756757,0.162162162162162,0.418918918918919,546.945945945946,178.675675675676,725.621621621622,1026.12702759085,256.531756897714,1.62108469452392,0.38353596906365,0.261818039240945,0.393674532033021,2346.36070807125,1208.68447799475,2601.5759538998,2851.44204794593,712.860511986483,2.6279155868197,0.147099839565593,0.0685486856719733,0.154979637171418,5505408.5723806,1460918.16734543,6768197.44390966,8130721.7527941,508170.109549631,1,4,"0",50,"2","4","3","0","farming","1","1","1",1,1,1,2,"concrete","tin","1","concrete","0","1",1,"1","0",1,1
"37",120237,1.5,0.5,0,0.5,7856.25,0,7856.25,12356.25,4118.75,0.577350269189626,0.408248290463863,0,0.408248290463863,9564.65661955514,0,9564.65661955514,5496.14922013586,1832.04974004529,0.333333333333333,0.166666666666667,0,0.166666666666667,91482656.25,0,91482656.25,30207656.25,3356406.25,1,3,"0",50,"2","4","3","0","trader","1","1","1",0.333333333333333,1,1,2,"concrete","other","0","concrete","0","1",1,"1","1",2,2
"38",221242,6.27380952380952,0.00595238095238095,0.0357142857142857,0.0416666666666667,2.97619047619048,380.059523809524,383.035714285714,3072.42976192225,614.485952384451,2.75920317611704,0.0340875606446736,0.115272330997939,0.118414340718616,38.5758374905229,2328.22366742061,2328.05449576332,4301.09610789295,860.21922157859,7.61320216709438,0.0011619617907043,0.0132877102936983,0.0140219560878244,1488.09523809523,5420625.44553749,5419837.7352438,18499427.7293319,739977.109173276,2,5,"1",20,"1","4","5","1","nonearning","0","1","1",0,0.8,1,1,"concrete","tin","0","tin","0","1",1,"1","1",0,0
"39",221245,8.66666666666667,0.0344827586206897,0.103448275862069,0.137931034482759,76.1494252873563,356.034482758621,432.183908045977,3736.94827586207,622.824712643678,3.88316856101016,0.057643988101869,0.0775049832951218,0.0815479868235217,517.349403487321,1145.79190827565,1235.2944703228,3331.61591140458,555.26931856743,15.0789980732177,0.00332282936428841,0.00600702243557712,0.00665007415496927,267650.405288687,1312839.09706996,1525952.42841008,11099664.5811242,308324.016142338,2,6,"0",43,"2","4","2","0","trader","0","0","1",0,0.166666666666667,0.833333333333333,1,"mud","tin","1","other","1","1",1,"1","1",1,0
"40",221250,6.26666666666667,0.233333333333333,0.133333333333333,0.366666666666667,416.666666666667,225,641.666666666667,3723.33333333333,413.703703703704,3.82309978342483,0.220311359418481,0.204826812181672,0.383161789793535,972.318002944806,740.892984035551,1140.33293182399,4878.60359001485,542.067065557205,14.616091954023,0.0485370950888192,0.0419540229885057,0.146812957157785,945402.298850575,548922.413793103,1300359.1954023,23800772.9885058,293836.703561799,1,9,"0",22,"1","4","7","1","nonearning","1","1","1",0.777777777777778,0.888888888888889,0.888888888888889,4,"mud","tin","1","other","1","1",2,"1","1",1,1
"41",222252,8.10769230769231,0.0615384615384615,0.0769230769230769,0.138461538461538,174.615384615385,530.769230769231,705.384615384615,2342.46153846154,468.492307692308,3.78369477546038,0.0938834520248513,0.125957868413945,0.145993501787246,849.086047102776,1952.31617868071,2084.28125870397,1933.41264895879,386.682529791758,14.3163461538462,0.00881410256410256,0.0158653846153846,0.0213141025641026,720947.115384617,3811538.46153846,4344228.36538462,3738084.47115385,149523.378846154,1,5,"0",20,"1","4","3","1","nonearning","1","1","0",0.4,1,0,3,"concrete","tin","1","concrete","1","1",1,"1","1",2,1
"42",222257,9.13333333333333,0.0666666666666667,0.0875,0.154166666666667,322.916666666667,537.500829166667,860.417495833333,3827.9091625,765.5818325,4.9099562982543,0.143599469350673,0.113764252970873,0.147809443812862,1642.4341033422,1849.64350982818,2402.12041609453,3420.10882943341,684.021765886684,24.1076708507671,0.020620807597795,0.0129423052540208,0.0218476316802677,2697589.78382148,3421181.11344951,5770182.49341814,11697144.4051684,467885.776206737,0,5,"0",60,"2","4","2","0","prod","0","0","1",0,0,0.4,2,"mud","tin","1","concrete","1","1",1,"1","1",0,0
"43",222258,1.91666666666667,0.166666666666667,0.166666666666667,0.333333333333333,1542.33333333333,1166.66666666667,2709,5722.54166666667,1907.51388888889,0.928611242975073,0.294883912309794,0.340502612303499,0.450442616461451,4042.92858411225,2697.28795623318,4457.06040774195,6118.71962295016,2039.57320765005,0.86231884057971,0.0869565217391304,0.115942028985507,0.202898550724638,16345271.5362319,7275362.31884058,19865387.4782609,37438729.8242754,4159858.86936393,0,3,"0",27,"1","4","3","0","trader","0","0","1",0,0,0.333333333333333,4,"concrete","tin","1","concrete","1","1",1,"1","1",1,1
"44",223269,9.57627118644068,0.105932203389831,0.0211864406779661,0.127118644067797,255.932203389831,52.9661016949153,308.898305084746,4348.19915254237,1087.04978813559,6.04508842961703,0.0760396515357961,0.0444511786919242,0.0871947361723839,1005.30866418114,369.519087859916,1058.28306063295,4342.37358352467,1085.59339588117,36.5430941218897,0.0057820286056853,0.00197590728710137,0.00760292201617163,1010645.51027767,136544.356292824,1119963.03642265,18856208.3388929,1178513.02118081,2,4,"0",45,"2","1","4","0","salaried","1","1","1",0.5,1,1,7,"concrete","other","1","concrete","0","1",2,"1","0",1,1
"45",225289,4.75609756097561,0.024390243902439,0.0487804878048781,0.0731707317073171,48.780487804878,90.2439024390244,139.024390243902,6941.82926829268,1388.36585365854,3.29226736311678,0.0434769352926241,0.0916204613778463,0.1133381156332,312.347523777212,428.838476613737,521.956918136204,7498.1676725132,1499.63353450264,10.8390243902439,0.00189024390243902,0.00839430894308943,0.0128455284552845,97560.975609756,183902.43902439,272439.024390244,56222518.445122,2248900.73780488,1,5,"0",18,"1","4","3","1","nonearning","1","1","1",0.4,0.8,1,3,"mud","tin","1","tin","1","1",1,"1","1",1,0
"46",225291,2.37373737373737,0.252525252525253,0.232323232323232,0.484848484848485,2033.83838383838,1405.80808080808,3439.64646464646,4831.86868686869,1207.96717171717,0.840139184118316,0.24613064157709,0.271802355223592,0.223468469993004,4455.49178601491,3344.18439059532,5025.75891581161,4568.16549757046,1142.04137439261,0.70583384869099,0.0605802927231498,0.0738765203050917,0.0499381570810141,19851407.0552463,11183569.2383014,25258252.6798598,20868136.0131932,1304258.50082457,0,4,"0",30,"2","4","3","0","self","1","1","1",1,1,1,3,"concrete","tin","1","concrete","1","1",1,"1","1",1,1
